condition,policy,priority,seed,trial,target_width_ms,target_isi_ms,host_width_ms,host_onset_s
rt,SCHED_FIFO,50,20260808,301,29.1301,45.2672,29.1603,25.123818
rt,SCHED_FIFO,50,20260808,302,22.2519,54.8532,22.2729,25.199052
rt,SCHED_FIFO,50,20260808,303,37.0156,68.0471,37.0213,25.276389
rt,SCHED_FIFO,50,20260808,304,32.2322,68.6256,32.2618,25.381478
rt,SCHED_FIFO,50,20260808,305,48.3626,56.3499,48.3874,25.482827
rt,SCHED_FIFO,50,20260808,306,21.7123,10.0576,21.7369,25.588302
rt,SCHED_FIFO,50,20260808,307,43.1093,95.0521,43.1328,25.620107
rt,SCHED_FIFO,50,20260808,308,47.5982,93.5358,47.6202,25.758312
rt,SCHED_FIFO,50,20260808,309,10.4163,95.2392,10.4390,25.900017
rt,SCHED_FIFO,50,20260808,310,14.6147,99.2113,14.6350,26.006533
rt,SCHED_FIFO,50,20260808,311,15.6988,61.4131,15.7202,26.120389
rt,SCHED_FIFO,50,20260808,312,35.3010,69.4791,35.3162,26.198189
rt,SCHED_FIFO,50,20260808,313,30.8379,74.5317,30.8621,26.303598
rt,SCHED_FIFO,50,20260808,314,9.4514,96.4787,9.4720,26.409544
rt,SCHED_FIFO,50,20260808,315,46.4635,20.1484,46.4923,26.516090
rt,SCHED_FIFO,50,20260808,316,46.7355,15.6155,46.7620,26.582744
rt,SCHED_FIFO,50,20260808,317,8.5439,94.6314,8.5491,26.645573
rt,SCHED_FIFO,50,20260808,318,16.4721,31.5951,16.5010,26.749182
rt,SCHED_FIFO,50,20260808,319,9.7089,38.5818,9.7318,26.797742
rt,SCHED_FIFO,50,20260808,320,47.9750,45.3120,47.9899,26.846517
rt,SCHED_FIFO,50,20260808,321,33.1320,44.6006,33.1505,26.940572
rt,SCHED_FIFO,50,20260808,322,23.7932,67.1569,23.7999,27.018769
rt,SCHED_FIFO,50,20260808,323,30.9028,49.5280,30.9285,27.109739
rt,SCHED_FIFO,50,20260808,324,35.6165,22.9283,35.6384,27.190768
rt,SCHED_FIFO,50,20260808,325,47.3403,38.4036,47.3673,27.249458
rt,SCHED_FIFO,50,20260808,326,8.7902,58.6923,8.8131,27.335891
rt,SCHED_FIFO,50,20260808,327,42.3206,22.2743,42.3294,27.403758
rt,SCHED_FIFO,50,20260808,328,35.2227,58.1818,35.2473,27.469149
rt,SCHED_FIFO,50,20260808,329,36.7917,33.3676,36.8243,27.562586
rt,SCHED_FIFO,50,20260808,330,16.0724,74.8787,16.0934,27.633493
rt,SCHED_FIFO,50,20260808,331,30.9862,73.8890,31.0082,27.724641
rt,SCHED_FIFO,50,20260808,332,26.9171,59.7295,26.9240,27.829709
